No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,datetime,pm25_24h,aqi_class,hour_sin,hour_cos,dayofweek,is_weekend,PM10_lag1,SO2_lag1,NO2_lag1,CO_lag1,O3_lag1,TEMP_lag1,PRES_lag1,DEWP_lag1,RAIN_lag1,WSPM_lag1,PM10_lag3,SO2_lag3,NO2_lag3,CO_lag3,O3_lag3,TEMP_lag3,PRES_lag3,DEWP_lag3,RAIN_lag3,WSPM_lag3,PM10_lag24,SO2_lag24,NO2_lag24,CO_lag24,O3_lag24,TEMP_lag24,PRES_lag24,DEWP_lag24,RAIN_lag24,WSPM_lag24,is_labeled,date,pm25_lag_1,pm25_lag_2,y_pred,aqi_label,is_alert
629,2013,3,27,4,131.0,151.0,20.0,74.0,1000.0,4.0,2.9,1001.5,1.9,0.0,13,0.9,Wanliu,2013-03-27 04:00:00,185.16666666666666,2,0.8660254037844386,0.5000000000000001,2,0,172.0,23.0,80.0,1000.0,3.0,4.3,1001.7,3.0,0.0,0.8,204.0,38.0,91.0,1200.0,6.0,7.3,1002.8,3.9,0.0,1.9,202.0,60.0,114.0,1500.0,2.0,-0.4,1010.5,-2.3,0.0,0.9,False,2013-03-27,130.0,123.0,2,Unhealthy,True
628,2013,3,27,3,130.0,172.0,23.0,80.0,1000.0,3.0,4.3,1001.7,3.0,0.0,13,0.8,Wanliu,2013-03-27 03:00:00,185.70833333333334,2,0.7071067811865476,0.7071067811865476,2,0,183.0,30.0,83.0,1100.0,7.0,6.1,1002.2,3.6,0.0,1.0,256.0,44.0,110.0,1500.0,2.0,8.0,1002.9,3.8,0.0,1.5,177.0,47.0,119.0,1300.0,2.0,-0.3,1010.5,-2.8,0.0,0.1,False,2013-03-27,123.0,128.0,2,Unhealthy,True
627,2013,3,27,2,123.0,183.0,30.0,83.0,1100.0,7.0,6.1,1002.2,3.6,0.0,11,1.0,Wanliu,2013-03-27 02:00:00,185.25,2,0.49999999999999994,0.8660254037844387,2,0,204.0,38.0,91.0,1200.0,6.0,7.3,1002.8,3.9,0.0,1.9,316.0,51.0,140.0,2600.0,2.0,7.1,1003.5,3.3,0.0,1.1,160.0,44.0,125.0,1200.0,2.0,0.2,1011.1,-3.4,0.0,0.5,False,2013-03-27,128.0,165.0,2,Unhealthy,True
626,2013,3,27,1,128.0,204.0,38.0,91.0,1200.0,6.0,7.3,1002.8,3.9,0.0,12,1.9,Wanliu,2013-03-27 01:00:00,184.79166666666666,2,0.25881904510252074,0.9659258262890683,2,0,256.0,44.0,110.0,1500.0,2.0,8.0,1002.9,3.8,0.0,1.5,301.0,69.0,151.0,2500.0,2.0,6.2,1004.2,1.9,0.0,0.5,159.0,40.0,127.0,1100.0,2.0,1.1,1011.4,-2.3,0.0,0.4,False,2013-03-27,165.0,242.0,2,Unhealthy,True
636,2013,3,27,11,86.0,70.0,25.0,27.0,700.0,77.0,17.0,1000.2,-4.3,0.0,7,4.4,Dingling,2013-03-27 11:00:00,213.625,2,0.258819045102521,-0.9659258262890682,2,0,139.0,36.0,41.0,1100.0,56.0,15.4,1000.8,-3.0,0.0,2.3,242.0,18.0,70.0,1700.0,9.0,8.8,1001.5,1.7,0.0,0.9,198.0,43.0,86.0,1399.0,32.0,9.0,1005.4,-4.2,0.0,1.2,False,2013-03-27,156.0,219.0,2,Unhealthy,True
629,2013,3,27,4,118.0,123.0,15.0,30.0,800.0,38.0,2.9,1001.5,1.9,0.0,13,0.9,Guanyuan,2013-03-27 04:00:00,178.04166666666666,2,0.8660254037844386,0.5000000000000001,2,0,138.0,17.0,33.0,800.0,39.0,4.3,1001.7,3.0,0.0,0.8,172.0,31.0,41.0,900.0,41.0,7.3,1002.8,3.9,0.0,1.9,217.0,98.0,82.0,1399.0,15.0,-0.4,1010.5,-2.3,0.0,0.9,False,2013-03-27,120.0,118.0,2,Unhealthy,True
630,2013,3,27,5,100.0,127.0,16.0,37.0,900.0,31.0,2.8,1001.4,2.2,0.0,11,0.5,Guanyuan,2013-03-27 05:00:00,174.16666666666666,2,0.9659258262890683,0.25881904510252074,2,0,123.0,15.0,30.0,800.0,38.0,2.9,1001.5,1.9,0.0,0.9,156.0,21.0,36.0,900.0,41.0,6.1,1002.2,3.6,0.0,1.0,229.0,85.0,74.0,1500.0,23.0,-0.2,1010.5,-2.4,0.0,0.8,False,2013-03-27,118.0,120.0,2,Unhealthy,True
631,2013,3,27,6,110.0,133.0,18.0,44.0,1000.0,24.0,4.2,1003.3,1.1,0.0,4,1.4,Guanyuan,2013-03-27 06:00:00,171.125,2,1.0,6.123233995736766e-17,2,0,127.0,16.0,37.0,900.0,31.0,2.8,1001.4,2.2,0.0,0.5,138.0,17.0,33.0,800.0,39.0,4.3,1001.7,3.0,0.0,0.8,223.0,58.0,69.0,1399.0,22.0,1.1,1011.2,-2.7,0.0,1.2,False,2013-03-27,100.0,118.0,2,Unhealthy,True
637,2013,3,27,12,125.0,194.0,34.0,43.0,1000.0,66.0,18.6,1003.2,-5.5,0.0,6,5.4,Guanyuan,2013-03-27 12:00:00,165.79166666666666,2,1.2246467991473532e-16,-1.0,2,0,200.0,43.0,51.0,1399.0,48.0,17.2,1003.3,-2.0,0.0,4.4,260.0,25.0,64.0,1700.0,22.0,10.6,1004.5,3.8,0.0,3.3,226.0,60.0,68.0,1600.0,57.0,10.7,1007.6,-0.2,0.0,2.7,False,2013-03-27,172.0,180.0,2,Unhealthy,True
637,2013,3,27,12,82.0,71.0,50.0,69.0,1000.0,47.0,18.6,1003.2,-5.5,0.0,6,5.4,Wanliu,2013-03-27 12:00:00,186.04166666666666,2,1.2246467991473532e-16,-1.0,2,0,158.0,92.0,80.0,1399.0,22.0,17.2,1003.3,-2.0,0.0,4.4,316.0,34.0,89.0,2399.0,2.0,10.6,1004.5,3.8,0.0,3.3,284.0,68.0,136.0,1899.0,14.0,10.7,1007.6,-0.2,0.0,2.7,False,2013-03-27,157.0,196.0,2,Unhealthy,True
626,2013,3,27,1,118.0,172.0,31.0,41.0,900.0,41.0,7.3,1002.8,3.9,0.0,12,1.9,Guanyuan,2013-03-27 01:00:00,181.33333333333334,2,0.25881904510252074,0.9659258262890683,2,0,187.0,42.0,49.0,1000.0,40.0,8.0,1002.9,3.8,0.0,1.5,242.0,62.0,85.0,1500.0,34.0,6.2,1004.2,1.9,0.0,0.5,114.0,39.0,71.0,900.0,43.0,1.1,1011.4,-2.3,0.0,0.4,False,2013-03-27,129.0,144.0,2,Unhealthy,True
627,2013,3,27,2,118.0,156.0,21.0,36.0,900.0,41.0,6.1,1002.2,3.6,0.0,11,1.0,Guanyuan,2013-03-27 02:00:00,181.79166666666666,2,0.49999999999999994,0.8660254037844387,2,0,172.0,31.0,41.0,900.0,41.0,7.3,1002.8,3.9,0.0,1.9,212.0,46.0,61.0,1300.0,40.0,7.1,1003.5,3.3,0.0,1.1,131.0,39.0,67.0,1000.0,38.0,0.2,1011.1,-3.4,0.0,0.5,False,2013-03-27,118.0,129.0,2,Unhealthy,True
628,2013,3,27,3,120.0,138.0,17.0,33.0,800.0,39.0,4.3,1001.7,3.0,0.0,13,0.8,Guanyuan,2013-03-27 03:00:00,180.83333333333334,2,0.7071067811865476,0.7071067811865476,2,0,156.0,21.0,36.0,900.0,41.0,6.1,1002.2,3.6,0.0,1.0,187.0,42.0,49.0,1000.0,40.0,8.0,1002.9,3.8,0.0,1.5,181.0,95.0,82.0,,,-0.3,1010.5,-2.8,0.0,0.1,False,2013-03-27,118.0,118.0,2,Unhealthy,True
625,2013,3,27,0,125.0,196.0,30.0,80.0,1000.0,14.0,8.8,1005.1,3.0,0.0,11,1.2,Nongzhanguan,2013-03-27 00:00:00,176.375,2,0.0,1.0,2,0,230.0,45.0,97.0,1300.0,8.0,9.4,1005.5,2.3,0.0,2.3,246.0,62.0,133.0,2299.0,4.0,10.4,1006.2,1.5,0.0,1.6,106.0,42.0,85.0,1000.0,34.0,6.4,1013.7,-10.0,0.0,2.4,False,2013-03-27,150.0,197.0,2,Unhealthy,True
626,2013,3,27,1,122.0,178.0,23.0,70.0,1000.0,16.0,7.9,1004.8,3.2,0.0,10,0.9,Nongzhanguan,2013-03-27 01:00:00,177.33333333333334,2,0.25881904510252074,0.9659258262890683,2,0,196.0,30.0,80.0,1000.0,14.0,8.8,1005.1,3.0,0.0,1.2,261.0,61.0,130.0,2100.0,3.0,10.5,1005.9,2.3,0.0,2.3,121.0,51.0,98.0,1100.0,18.0,5.7,1013.3,-9.0,0.0,0.6,False,2013-03-27,125.0,150.0,2,Unhealthy,True
627,2013,3,27,2,123.0,161.0,19.0,62.0,900.0,17.0,7.3,1004.2,4.1,0.0,8,1.2,Nongzhanguan,2013-03-27 02:00:00,177.58333333333334,2,0.49999999999999994,0.8660254037844387,2,0,178.0,23.0,70.0,1000.0,16.0,7.9,1004.8,3.2,0.0,0.9,230.0,45.0,97.0,1300.0,8.0,9.4,1005.5,2.3,0.0,2.3,136.0,51.0,88.0,1000.0,17.0,4.9,1013.0,-6.4,0.0,1.3,False,2013-03-27,122.0,125.0,2,Unhealthy,True
628,2013,3,27,3,126.0,146.0,15.0,56.0,900.0,18.0,6.9,1003.6,4.4,0.0,8,1.8,Nongzhanguan,2013-03-27 03:00:00,177.45833333333334,2,0.7071067811865476,0.7071067811865476,2,0,161.0,19.0,62.0,900.0,17.0,7.3,1004.2,4.1,0.0,1.2,196.0,30.0,80.0,1000.0,14.0,8.8,1005.1,3.0,0.0,1.2,160.0,75.0,95.0,,,3.5,1012.6,-5.2,0.0,0.0,False,2013-03-27,123.0,122.0,2,Unhealthy,True
629,2013,3,27,4,125.0,126.0,13.0,50.0,900.0,18.0,6.7,1003.3,4.4,0.0,10,1.6,Nongzhanguan,2013-03-27 04:00:00,176.20833333333334,2,0.8660254037844386,0.5000000000000001,2,0,146.0,15.0,56.0,900.0,18.0,6.9,1003.6,4.4,0.0,1.8,178.0,23.0,70.0,1000.0,16.0,7.9,1004.8,3.2,0.0,0.9,178.0,57.0,95.0,1200.0,8.0,3.8,1012.5,-3.3,0.0,0.8,True,2013-03-27,126.0,123.0,2,Unhealthy,True
630,2013,3,27,5,99.0,114.0,12.0,49.0,900.0,16.0,7.0,1003.4,4.5,0.0,10,1.2,Nongzhanguan,2013-03-27 05:00:00,173.58333333333334,2,0.9659258262890683,0.25881904510252074,2,0,126.0,13.0,50.0,900.0,18.0,6.7,1003.3,4.4,0.0,1.6,161.0,19.0,62.0,900.0,17.0,7.3,1004.2,4.1,0.0,1.2,179.0,52.0,81.0,1300.0,4.0,3.3,1012.7,-2.5,0.0,0.7,False,2013-03-27,125.0,126.0,2,Unhealthy,True
631,2013,3,27,6,105.0,141.0,15.0,56.0,1000.0,9.0,7.1,1004.9,4.6,0.0,3,1.0,Nongzhanguan,2013-03-27 06:00:00,170.54166666666666,2,1.0,6.123233995736766e-17,2,0,114.0,12.0,49.0,900.0,16.0,7.0,1003.4,4.5,0.0,1.2,146.0,15.0,56.0,900.0,18.0,6.9,1003.6,4.4,0.0,1.8,186.0,44.0,70.0,1300.0,4.0,2.2,1013.0,-1.6,0.0,0.0,False,2013-03-27,99.0,125.0,2,Unhealthy,True
632,2013,3,27,7,189.0,196.0,14.0,57.0,1000.0,6.0,6.9,1006.0,4.4,0.0,3,1.8,Nongzhanguan,2013-03-27 07:00:00,170.875,3,0.9659258262890683,-0.25881904510252063,2,0,141.0,15.0,56.0,1000.0,9.0,7.1,1004.9,4.6,0.0,1.0,126.0,13.0,50.0,900.0,18.0,6.7,1003.3,4.4,0.0,1.6,184.0,38.0,65.0,1399.0,4.0,4.6,1012.6,-0.6,0.0,0.8,False,2013-03-27,105.0,99.0,2,Unhealthy,True
625,2013,3,27,0,129.0,187.0,42.0,49.0,1000.0,40.0,8.0,1002.9,3.8,0.0,11,1.5,Guanyuan,2013-03-27 00:00:00,180.20833333333334,2,0.0,1.0,2,0,212.0,46.0,61.0,1300.0,40.0,7.1,1003.5,3.3,0.0,1.1,260.0,83.0,106.0,2000.0,30.0,7.7,1004.5,2.4,0.0,0.1,113.0,39.0,73.0,900.0,44.0,1.7,1011.8,-1.9,0.0,0.7,False,2013-03-27,144.0,173.0,2,Unhealthy,True
629,2013,3,27,4,97.0,107.0,6.0,57.0,1000.0,5.0,6.7,1003.3,4.4,0.0,10,1.6,Tiantan,2013-03-27 04:00:00,172.58333333333334,2,0.8660254037844386,0.5000000000000001,2,0,119.0,8.0,54.0,1000.0,9.0,6.9,1003.6,4.4,0.0,1.8,158.0,15.0,64.0,1100.0,12.0,7.9,1004.8,3.2,0.0,0.9,171.0,27.0,81.0,1300.0,8.0,3.8,1012.5,-3.3,0.0,0.8,False,2013-03-27,98.0,121.0,2,Unhealthy,True
631,2013,3,27,6,124.0,131.0,9.0,50.0,1000.0,8.0,7.1,1004.9,4.6,0.0,3,1.0,Tiantan,2013-03-27 06:00:00,169.29166666666666,2,1.0,6.123233995736766e-17,2,0,130.0,6.0,51.0,1000.0,8.0,7.0,1003.4,4.5,0.0,1.2,119.0,8.0,54.0,1000.0,9.0,6.9,1003.6,4.4,0.0,1.8,174.0,9.0,57.0,1399.0,5.0,2.2,1013.0,-1.6,0.0,0.0,False,2013-03-27,119.0,97.0,2,Unhealthy,True
639,2013,3,27,14,76.0,36.0,29.0,43.0,400.0,91.0,19.3,1004.3,-7.2,0.0,14,5.5,Tiantan,2013-03-27 14:00:00,153.91666666666666,2,-0.4999999999999997,-0.8660254037844388,2,0,26.0,29.0,43.0,900.0,70.0,19.1,1004.0,-5.8,0.0,4.2,141.0,50.0,57.0,1500.0,28.0,14.4,1005.0,1.3,0.0,2.6,181.0,80.0,60.0,1300.0,61.0,13.2,1007.1,-2.7,0.0,2.1,False,2013-03-27,76.0,146.0,2,Unhealthy,True
638,2013,3,27,13,76.0,26.0,29.0,43.0,900.0,70.0,19.1,1004.0,-5.8,0.0,7,4.2,Tiantan,2013-03-27 13:00:00,157.91666666666666,2,-0.2588190451025208,-0.9659258262890683,2,0,125.0,45.0,54.0,1200.0,54.0,18.0,1004.6,-4.1,0.0,4.8,242.0,31.0,54.0,1600.0,15.0,12.6,1005.6,2.7,0.0,1.9,212.0,58.0,58.0,1300.0,48.0,12.2,1008.1,-2.8,0.0,4.0,True,2013-03-27,146.0,180.0,2,Unhealthy,True
637,2013,3,27,12,146.0,125.0,45.0,54.0,1200.0,54.0,18.0,1004.6,-4.1,0.0,6,4.8,Tiantan,2013-03-27 12:00:00,163.45833333333334,2,1.2246467991473532e-16,-1.0,2,0,141.0,50.0,57.0,1500.0,28.0,14.4,1005.0,1.3,0.0,2.6,259.0,20.0,65.0,2000.0,7.0,9.6,1006.5,5.2,0.0,1.6,230.0,54.0,60.0,1399.0,33.0,10.6,1009.2,-1.2,0.0,2.6,False,2013-03-27,180.0,186.0,2,Unhealthy,True
632,2013,3,27,7,111.0,122.0,10.0,53.0,1200.0,6.0,6.9,1006.0,4.4,0.0,3,1.8,Tiantan,2013-03-27 07:00:00,166.79166666666666,2,0.9659258262890683,-0.25881904510252063,2,0,131.0,9.0,50.0,1000.0,8.0,7.1,1004.9,4.6,0.0,1.0,107.0,6.0,57.0,1000.0,5.0,6.7,1003.3,4.4,0.0,1.6,177.0,8.0,51.0,1399.0,5.0,4.6,1012.6,-0.6,0.0,0.8,False,2013-03-27,124.0,119.0,2,Unhealthy,True
630,2013,3,27,5,119.0,130.0,6.0,51.0,1000.0,8.0,7.0,1003.4,4.5,0.0,10,1.2,Tiantan,2013-03-27 05:00:00,171.04166666666666,2,0.9659258262890683,0.25881904510252074,2,0,107.0,6.0,57.0,1000.0,5.0,6.7,1003.3,4.4,0.0,1.6,136.0,11.0,52.0,1000.0,15.0,7.3,1004.2,4.1,0.0,1.2,164.0,15.0,64.0,1300.0,5.0,3.3,1012.7,-2.5,0.0,0.7,False,2013-03-27,97.0,98.0,2,Unhealthy,True
638,2013,3,27,13,85.0,106.0,30.0,34.0,800.0,85.0,19.1,1004.0,-5.8,0.0,7,4.2,Nongzhanguan,2013-03-27 13:00:00,161.875,2,-0.2588190451025208,-0.9659258262890683,2,0,174.0,44.0,51.0,1100.0,61.0,18.0,1004.6,-4.1,0.0,4.8,195.0,30.0,58.0,1500.0,16.0,12.6,1005.6,2.7,0.0,1.9,223.0,60.0,72.0,1399.0,48.0,12.2,1008.1,-2.8,0.0,4.0,False,2013-03-27,156.0,180.0,2,Unhealthy,True
639,2013,3,27,14,85.0,106.0,30.0,34.0,400.0,102.0,19.3,1004.3,-7.2,0.0,14,5.5,Nongzhanguan,2013-03-27 14:00:00,157.20833333333334,2,-0.4999999999999997,-0.8660254037844388,2,0,106.0,30.0,34.0,800.0,85.0,19.1,1004.0,-5.8,0.0,4.2,211.0,44.0,58.0,1399.0,33.0,14.4,1005.0,1.3,0.0,2.6,215.0,72.0,72.0,1399.0,60.0,13.2,1007.1,-2.7,0.0,2.1,False,2013-03-27,85.0,156.0,2,Unhealthy,True
628,2013,3,27,3,98.0,119.0,8.0,54.0,1000.0,9.0,6.9,1003.6,4.4,0.0,8,1.8,Tiantan,2013-03-27 03:00:00,174.5,2,0.7071067811865476,0.7071067811865476,2,0,136.0,11.0,52.0,1000.0,15.0,7.3,1004.2,4.1,0.0,1.2,176.0,24.0,73.0,1200.0,11.0,8.8,1005.1,3.0,0.0,1.2,145.0,48.0,81.0,,,3.5,1012.6,-5.2,0.0,0.0,False,2013-03-27,121.0,117.0,2,Unhealthy,True
637,2013,3,27,12,133.0,133.0,48.0,41.0,1100.0,48.0,18.1,1001.9,-5.9,0.0,14,4.9,Wanshouxigong,2013-03-27 12:00:00,165.58333333333334,2,1.2246467991473532e-16,-1.0,2,0,178.0,55.0,44.0,1399.0,23.0,17.1,1002.0,-3.1,0.0,2.9,262.0,23.0,68.0,2000.0,2.0,10.3,1003.2,4.6,0.0,3.5,237.0,69.0,59.0,1500.0,20.0,10.8,1006.6,-0.1,0.0,1.4,False,2013-03-27,176.0,178.0,2,Unhealthy,True
631,2013,3,27,6,100.0,118.0,12.0,41.0,1100.0,2.0,4.1,1002.2,3.5,0.0,6,0.6,Wanshouxigong,2013-03-27 06:00:00,172.79166666666666,2,1.0,6.123233995736766e-17,2,0,122.0,12.0,47.0,1100.0,2.0,4.3,1000.7,3.4,0.0,1.3,125.0,14.0,37.0,1000.0,13.0,5.3,1000.7,3.6,0.0,0.7,192.0,29.0,55.0,1500.0,2.0,1.6,1010.2,-1.1,0.0,0.9,False,2013-03-27,102.0,97.0,2,Unhealthy,True
627,2013,3,27,2,121.0,136.0,11.0,52.0,1000.0,15.0,7.3,1004.2,4.1,0.0,8,1.2,Tiantan,2013-03-27 02:00:00,175.54166666666666,2,0.49999999999999994,0.8660254037844387,2,0,158.0,15.0,64.0,1100.0,12.0,7.9,1004.8,3.2,0.0,0.9,208.0,43.0,71.0,1300.0,20.0,9.4,1005.5,2.3,0.0,2.3,129.0,50.0,83.0,1100.0,12.0,4.9,1013.0,-6.4,0.0,1.3,False,2013-03-27,117.0,120.0,2,Unhealthy,True
625,2013,3,27,0,120.0,176.0,24.0,73.0,1200.0,11.0,8.8,1005.1,3.0,0.0,11,1.2,Tiantan,2013-03-27 00:00:00,174.08333333333334,2,0.0,1.0,2,0,208.0,43.0,71.0,1300.0,20.0,9.4,1005.5,2.3,0.0,2.3,218.0,49.0,110.0,2100.0,7.0,10.4,1006.2,1.5,0.0,1.6,109.0,43.0,66.0,1100.0,38.0,6.4,1013.7,-10.0,0.0,2.4,False,2013-03-27,141.0,194.0,2,Unhealthy,True
625,2013,3,27,0,117.0,163.0,29.0,55.0,1100.0,9.0,7.2,1002.3,3.1,0.0,11,1.5,Wanshouxigong,2013-03-27 00:00:00,183.5,2,0.0,1.0,2,0,218.0,42.0,76.0,1399.0,2.0,7.8,1002.7,2.5,0.0,0.7,241.0,67.0,103.0,2000.0,2.0,10.0,1003.5,1.9,0.0,1.6,123.0,47.0,74.0,1100.0,15.0,4.5,1010.8,-8.6,0.0,1.7,False,2013-03-27,152.0,182.0,2,Unhealthy,True
626,2013,3,27,1,116.0,160.0,22.0,42.0,1000.0,17.0,6.5,1001.9,3.5,0.0,8,1.1,Wanshouxigong,2013-03-27 01:00:00,184.08333333333334,2,0.25881904510252074,0.9659258262890683,2,0,163.0,29.0,55.0,1100.0,9.0,7.2,1002.3,3.1,0.0,1.5,236.0,53.0,96.0,1899.0,2.0,9.0,1003.2,2.3,0.0,1.3,129.0,47.0,69.0,1100.0,19.0,1.9,1010.6,-6.4,0.0,0.4,False,2013-03-27,117.0,152.0,2,Unhealthy,True
627,2013,3,27,2,122.0,145.0,17.0,44.0,1000.0,10.0,6.1,1001.4,3.8,0.0,8,0.9,Wanshouxigong,2013-03-27 02:00:00,184.08333333333334,2,0.49999999999999994,0.8660254037844387,2,0,160.0,22.0,42.0,1000.0,17.0,6.5,1001.9,3.5,0.0,1.1,218.0,42.0,76.0,1399.0,2.0,7.8,1002.7,2.5,0.0,0.7,156.0,72.0,76.0,1300.0,6.0,2.0,1010.2,-6.8,0.0,0.9,True,2013-03-27,116.0,117.0,2,Unhealthy,True
628,2013,3,27,3,120.0,125.0,14.0,37.0,1000.0,13.0,5.3,1000.7,3.6,0.0,11,0.7,Wanshouxigong,2013-03-27 03:00:00,182.5,2,0.7071067811865476,0.7071067811865476,2,0,145.0,17.0,44.0,1000.0,10.0,6.1,1001.4,3.8,0.0,0.9,163.0,29.0,55.0,1100.0,9.0,7.2,1002.3,3.1,0.0,1.5,192.0,79.0,72.0,1300.0,2.0,0.5,1009.6,-4.7,0.0,0.5,False,2013-03-27,122.0,116.0,2,Unhealthy,True
629,2013,3,27,4,97.0,121.0,13.0,43.0,1100.0,5.0,4.6,1000.6,3.1,0.0,13,0.9,Wanshouxigong,2013-03-27 04:00:00,179.25,2,0.8660254037844386,0.5000000000000001,2,0,125.0,14.0,37.0,1000.0,13.0,5.3,1000.7,3.6,0.0,0.7,160.0,22.0,42.0,1000.0,17.0,6.5,1001.9,3.5,0.0,1.1,197.0,58.0,66.0,1399.0,2.0,0.5,1009.8,-4.5,0.0,0.6,False,2013-03-27,120.0,122.0,2,Unhealthy,True
630,2013,3,27,5,102.0,122.0,12.0,47.0,1100.0,2.0,4.3,1000.7,3.4,0.0,14,1.3,Wanshouxigong,2013-03-27 05:00:00,175.95833333333334,2,0.9659258262890683,0.25881904510252074,2,0,121.0,13.0,43.0,1100.0,5.0,4.6,1000.6,3.1,0.0,0.9,145.0,17.0,44.0,1000.0,10.0,6.1,1001.4,3.8,0.0,0.9,203.0,40.0,63.0,1500.0,2.0,0.5,1009.9,-3.6,0.0,0.7,False,2013-03-27,97.0,120.0,2,Unhealthy,True
626,2013,3,27,1,117.0,158.0,15.0,64.0,1100.0,12.0,7.9,1004.8,3.2,0.0,10,0.9,Tiantan,2013-03-27 01:00:00,174.875,2,0.25881904510252074,0.9659258262890683,2,0,176.0,24.0,73.0,1200.0,11.0,8.8,1005.1,3.0,0.0,1.2,225.0,43.0,98.0,2000.0,8.0,10.5,1005.9,2.3,0.0,2.3,109.0,50.0,78.0,1200.0,23.0,5.7,1013.3,-9.0,0.0,0.6,False,2013-03-27,120.0,141.0,2,Unhealthy,True
672,2013,3,28,23,114.0,156.0,22.0,83.0,1600.0,4.0,4.2,1014.2,-5.1,0.0,15,0.1,Gucheng,2013-03-28 23:00:00,29.833333333333332,2,-0.25881904510252157,0.9659258262890681,3,0,156.0,22.0,83.0,1300.0,38.0,5.7,1014.2,-4.2,0.0,1.0,168.0,22.0,59.0,1200.0,66.0,7.7,1013.7,-3.5,0.0,1.3,18.0,3.0,19.0,400.0,88.0,8.4,1011.8,-15.3,0.0,2.1,False,2013-03-28,102.0,105.0,2,Unhealthy,True
669,2013,3,28,20,103.0,168.0,22.0,59.0,1200.0,66.0,7.7,1013.7,-3.5,0.0,15,1.3,Gucheng,2013-03-28 20:00:00,17.708333333333332,2,-0.8660254037844386,0.5000000000000001,3,0,189.0,18.0,50.0,1000.0,76.0,8.6,1013.0,-3.3,0.0,2.0,17.0,7.0,15.0,400.0,107.0,11.7,1011.3,-7.7,0.0,1.1,33.0,3.0,16.0,400.0,101.0,10.8,1008.6,-15.7,0.0,1.9,False,2013-03-28,89.0,10.0,2,Unhealthy,True
670,2013,3,28,21,105.0,172.0,23.0,72.0,1200.0,50.0,6.7,1014.0,-5.3,0.0,6,1.1,Gucheng,2013-03-28 21:00:00,21.75,2,-0.7071067811865477,0.7071067811865474,3,0,168.0,22.0,59.0,1200.0,66.0,7.7,1013.7,-3.5,0.0,1.3,17.0,7.0,15.0,600.0,97.0,9.4,1012.0,-2.9,0.0,1.6,23.0,3.0,15.0,300.0,100.0,10.1,1009.8,-16.3,0.0,1.6,False,2013-03-28,103.0,89.0,2,Unhealthy,True
671,2013,3,28,22,102.0,156.0,22.0,83.0,1300.0,38.0,5.7,1014.2,-4.2,0.0,14,1.0,Gucheng,2013-03-28 22:00:00,25.541666666666668,2,-0.5000000000000004,0.8660254037844384,3,0,172.0,23.0,72.0,1200.0,50.0,6.7,1014.0,-5.3,0.0,1.1,189.0,18.0,50.0,1000.0,76.0,8.6,1013.0,-3.3,0.0,2.0,18.0,3.0,19.0,300.0,91.0,9.6,1010.9,-16.7,0.0,2.0,False,2013-03-28,105.0,103.0,2,Unhealthy,True
669,2013,3,28,20,93.0,176.0,18.0,50.0,1000.0,66.0,8.8,1017.6,-4.4,0.0,15,2.4,Dongsi,2013-03-28 20:00:00,17.25,2,-0.8660254037844386,0.5000000000000001,3,0,189.0,14.0,44.0,800.0,75.0,9.6,1016.8,-4.4,0.0,3.6,20.0,6.0,13.0,400.0,107.0,12.9,1014.7,-18.1,0.0,0.8,29.0,4.0,24.0,400.0,103.0,11.0,1012.4,-16.4,0.0,3.4,False,2013-03-28,52.0,14.0,2,Unhealthy,True
670,2013,3,28,21,108.0,159.0,22.0,58.0,1200.0,55.0,8.4,1017.9,-5.1,0.0,15,2.3,Dongsi,2013-03-28 21:00:00,21.083333333333332,2,-0.7071067811865477,0.7071067811865474,3,0,176.0,18.0,50.0,1000.0,66.0,8.8,1017.6,-4.4,0.0,2.4,20.0,6.0,13.0,400.0,102.0,10.4,1015.7,-6.9,0.0,2.3,39.0,4.0,29.0,400.0,90.0,9.8,1013.8,-16.5,0.0,3.4,False,2013-03-28,93.0,52.0,2,Unhealthy,True
671,2013,3,28,22,104.0,138.0,25.0,59.0,1200.0,54.0,7.5,1017.8,-5.9,0.0,13,1.2,Dongsi,2013-03-28 22:00:00,24.875,2,-0.5000000000000004,0.8660254037844384,3,0,159.0,22.0,58.0,1200.0,55.0,8.4,1017.9,-5.1,0.0,2.3,189.0,14.0,44.0,800.0,75.0,9.6,1016.8,-4.4,0.0,3.6,31.0,4.0,26.0,400.0,90.0,8.9,1015.0,-17.2,0.0,3.3,False,2013-03-28,108.0,93.0,2,Unhealthy,True
672,2013,3,28,23,102.0,139.0,22.0,62.0,1300.0,44.0,5.7,1017.8,-5.3,0.0,7,1.0,Dongsi,2013-03-28 23:00:00,28.583333333333332,2,-0.25881904510252157,0.9659258262890681,3,0,138.0,25.0,59.0,1200.0,54.0,7.5,1017.8,-5.9,0.0,1.2,176.0,18.0,50.0,1000.0,66.0,8.8,1017.6,-4.4,0.0,2.4,31.0,4.0,26.0,400.0,85.0,8.1,1015.7,-17.1,0.0,4.5,False,2013-03-28,104.0,108.0,2,Unhealthy,True
